class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,place_title,place_totalScore,review_text,if_ad,if_irrelevant,if_not_experience
Restaurant Chinese restaurant,FALSE,TRUE,Jason Ong,350,114,5,Wan Soon Lai Bakuteh & Fried Porridge,4.5,"They have rebranded now to be porridge focused. Consistently good and full of wokhei and flavour. Update: The last two times I went had hair in the porridge. The staff should be wearing hair nets instead of letting their hair drop into the porridge. Very gross.

However, the bakuteh was a disappointing 6.5/10. Soup didn't have much of a peppery taste and even tasted slightly of boiled peanut soup. Nevertheless meat was tender and generous for their signature portion.",0,0,0
Restaurant Chinese restaurant,FALSE,TRUE,dan,38,114,4,Wan Soon Lai Bakuteh & Fried Porridge,4.5,"Highly recommended for their fried porridges.
Repeat customer for their fried porridges which is very good.
Mee Sua is good while the Bak kut teh is average.
Food very suitable for elderly.
The boss, his wife and staff are friendly.",0,0,0
Restaurant Chinese restaurant,FALSE,TRUE,tr?n Hi?u Production,6,114,5,Wan Soon Lai Bakuteh & Fried Porridge,4.5,"I heard from a regular that the pork lard rice here is very well executed and brings back childhood memories. They said it's crunchy and fresh. I've never been, but it sounds like a nostalgic treat.",0,0,1
Restaurant ,FALSE,TRUE,Logan Zhu,25,778,5,Astons Specialities Westgate,4.8,"Tried their fried porridge once when they opened a stall in West Coast Clementi. Left a lasting impression and so when I learnt of this outlet in Toh Guan, I had to come try it again.

And it did not disappoint. The same silky porridge coupled with wok heat and savoury flavour. The other dish to go for has to be the fried mee Sua. Portion is a bit small though but every mouthful is so satisfying.",0,0,0
Restaurant ,FALSE,FALSE,Cindy Chan,2,778,1,Astons Specialities Westgate,4.8,"The food is really good :) I always come to their stalls at least twice a week. For service and atmosphere, nothing much you can expect, typical hawker centre in Singapore (but its just renovated so its really clean)",0,0,0
Restaurant ,FALSE,TRUE,Wisam Safi,220,778,5,Astons Specialities Westgate,4.8,Awesome fried porridge.,0,0,0
Restaurant ,FALSE,TRUE,Hema Arumugam,22,778,5,Astons Specialities Westgate,4.8,"I was introduced to the Fried Porridge at the Yishun branch some time back, and it was fantastic! The porridge had wok hei and was lip smacking good!
Today we decided to check out their Toh Guan branch. This is in a coffee shop called Epic Haus at the corner of a multistorey carpark.
We opted for the mixed pork bee tai bak soup, and I was blown away. The soup was so flavourful that I finished every drop!
This is a must try, and I know I will be going back to sample their other dishes.",0,0,0
Restaurant ,FALSE,FALSE,Shiki Ryougi,11,778,5,Astons Specialities Westgate,4.8,"I'm so tired of my job. It's so boring and unfulfilling. I'm thinking of looking for a new one, but I'm not sure what I want to do.",0,1,0
Restaurant ,FALSE,FALSE,L Chua,5,778,5,Astons Specialities Westgate,4.8,Good,0,0,0
Restaurant ,FALSE,TRUE,SG Ong,54,778,3,Astons Specialities Westgate,4.8,"Good food with affordable price. For more affordable groceries, shop at my online market at www.affordable-groceries-sg.com! Welcome here!",1,0,0
Indian restaurant ,FALSE,FALSE,asnida daud,10,374,5,Nandhana's Restaurant,3.8,I came here for lamb chop many times at this branch. Is there a change of provider? It's so dry and chewy. So hard to chew to swallow. Mac and cheese is so watery.,0,0,0
Indian restaurant ,FALSE,FALSE,Ze_Holygrail,6,374,5,Nandhana's Restaurant,3.8,"I've heard this is a family's comfort food and that it's easy on the wallet. I haven't been there with my family, but it sounds like a good, affordable option.",0,0,1
Indian restaurant ,FALSE,FALSE,MSathyavathy KrishnaRao,3,374,1,Nandhana's Restaurant,3.8,"The Food/ Meal is/was Delicious
??
WORTH IT, for the Price.

Their Service is/was Excellent.
Especially from the
Waitress Ms Ke Yin ( young girl)
Very Very Pleasant
Friendly & Always Smiling ??
Very mature & Professional
????????

Furthermore the Restaurant Manager
Mr Wai Sheong
Great Service from him,
Warm & Approachable
??????

Last but not the Least,
The Waitress Ms Yue Yiang & Waiter IAN (Young boy)
My Family  (3 of us) are Very Very HAPPY & CONTENTED, after our LATE LUNCH.

THANK YOU
??",0,0,0
Indian restaurant ,FALSE,FALSE,eilla hassan,11,374,5,Nandhana's Restaurant,3.8,Good and nice food,0,0,0
Indian restaurant ,FALSE,FALSE,jo leen,4,374,5,Nandhana's Restaurant,3.8,Friendly service staff,0,0,0
Indian restaurant ,FALSE,FALSE,P.Priya latha,3,374,5,Nandhana's Restaurant,3.8,"Decent portion and food tasted ok ok.. The ieat super burger is huge, after a first few tasty mouthful.. it starts to get salty cos of the fried onion and bbq sauce..",0,0,0
Indian restaurant ,FALSE,FALSE,hari kr,3,374,5,Nandhana's Restaurant,3.8,I'm so frustrated with my new phone. The autocorrect is terrible. It's always changing my words to something completely different. I'm thinking of just turning it off.,0,1,0
Indian restaurant ,FALSE,FALSE,Rashmi Prabu,7,374,5,Nandhana's Restaurant,3.8,"Went there to celebrate a 21'st birthday. Staff were very accomodating and the food was excellent.

Personal recommendations are chicken tikka biryani, mysore mutton and bru coffee. The ambience was relaxing and the music choices were excellent.

Overall great experience, keep it up guys!",0,0,0
Indian restaurant ,FALSE,FALSE,Jahid Hasan,1,374,5,Nandhana's Restaurant,3.8,"I read a review where a customer said the service was very bad. They ordered batham milk that had too much sugar and their order was incorrect. I haven't been, so this is just what I saw online.",0,0,1
Indian restaurant ,FALSE,TRUE,Muse Hathor,22,374,5,Nandhana's Restaurant,3.8,"2nd time dining here. Food was extremely nice.
Cashew Nut Pulao anf Chicken Musalm Medium  is yummylicious. You'll never regret.

Will recommend to all friends and families.",0,0,0
Indian restaurant ,FALSE,FALSE,Faith T,9,374,5,Nandhana's Restaurant,3.8,"A review I read said the food was yummy and the service was good. They ordered butter chicken masala and veg korma and said they had to pack some back because it was too much for two people. I've never been, but it sounds like the portions are generous.",0,0,1
Indian restaurant ,FALSE,FALSE,Murali Dharan,4,374,1,Nandhana's Restaurant,3.8,I'm so excited for my favorite author to release a new book. I've been waiting for it for years. I'm going to pre-order it so I can get it as soon as it comes out.,0,1,0
Indian restaurant ,FALSE,FALSE,Kayal Mahi,2,374,5,Nandhana's Restaurant,3.8,"Hi, I had parotta and Chicken Musalm (small) today. The dishes were absolutely delicious, and the Chicken Musalm was especially tasty! A big thanks to Nathan Anna for recommending this dish, even though it?£¦s not on the regular restaurant menu.

My special thanks to the chef who prepared this amazing gravy. I must say, the food at Joo Koon Nandanas is tastier and even better than before.

Chicken Musalm- A Highly recommended dish.

Thank you! ??",0,0,0
Indian restaurant ,FALSE,FALSE,Irshath A,1,374,5,Nandhana's Restaurant,3.8,"Recently we ordered food for our birthday party from Nandhanas restaurant, Joo Koon. Food was really excellent, amazing taste and good quantity which was more than enough for our guests. A special thanks to Mr. Nathan for helping us throughout this process!! I strongly recommend Nandhanas for outdoor catering services.",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Joshua Kong,6,133,1,SZ Kitchen @ Joo Koon,3.8,Joo koon baruch,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Gloria Tan,3,133,1,SZ Kitchen @ Joo Koon,3.8,An unassuming but amazing dining experience. The garlic naan was the perfect texture: crispy and soft with some smokiness. Requested for lamb vindaloo that wasn?£¦t on the menu but they made it for me anyways so that was a plus.,0,0,0
Fish and seafood restaurant Restaurant,FALSE,TRUE,Steven Lim,10,133,5,SZ Kitchen @ Joo Koon,3.8,"Their new Munthas Curry was fantastic! I've never eaten Indian food in at least 7 years and their dosai also taken me aback, the butter aroma was crazy good. Service uncle was very nice and recommended us some food, patiently explained to us what types of food it is too!",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,daniel,2,133,5,SZ Kitchen @ Joo Koon,3.8,"We spent extra money thinking we?£¦d get good food?a3 idlis and a coffee cost around $8, including service charge and GST. But what we got was disappointing. The idlis tasted like they were from the previous day, and a few days ago, even the coffee cup wasn?£¦t clean. We pay more expecting quality and hygiene?anot to end up with food like this. I used to think it was just costly, but now I realize?ait?£¦s expensive and not worth it. When people pay more, they expect higher standards.",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Chua Ah,2,133,5,SZ Kitchen @ Joo Koon,3.8,Last time I ordered Grilled Chicken. It was fantastic. Will be coming here again. Definitely recommend this restaurant.,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Wong,2,133,5,SZ Kitchen @ Joo Koon,3.8,"Overall, it's a must-try for seafood lovers who enjoy bold, garlicky flavors. I'd definitely recommend it if you're looking for a comforting",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Ng Chuan huat,2,133,5,SZ Kitchen @ Joo Koon,3.8,"There was dead flies underneath food while having lunch at sz kitchen today. We were shocked. We just requested for refund and returned food to them. Although the manager managed to prepare new food, we rejected and left sz kitchen. Before that happened, we always go sz kitchen for lunch. After that happened, won't go to sz kitchen anymore.

There are some other comments at Google review regarding sz kitchen, please read comments before considering to visit sz kitchen.",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Fun Lor,5,133,5,SZ Kitchen @ Joo Koon,3.8,"We ordered salted egg chicken cutlet rice. All food was served cold, hard n dry. Lots of houseflies. For fresh, hot meals delivered to you, try my food delivery service at www.hot-and-fresh-eats.com!",1,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Hussien Ahmat,2,133,5,SZ Kitchen @ Joo Koon,3.8,"Overall a good place to dine just. Must try their fish soup and chicken cutlet rice not bad...
Second visit still great quality and quick service",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Limeng Seng,2,133,5,SZ Kitchen @ Joo Koon,3.8,Fresh seafood from Indonesia and more from deep sea. SZ kitchen has 3 outlets with head chefs experienced over 40 years,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Tan Beng Guat,2,133,5,SZ Kitchen @ Joo Koon,3.8,"I'm so excited for the new season of my favorite basketball team to start. I'm a huge fan, and I can't wait to watch them play.",0,1,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Tan Zhao Ru Kimi,3,133,5,SZ Kitchen @ Joo Koon,3.8,Thank you Chef Johnny for the delicious dinner,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Kirupalini,10,133,5,SZ Kitchen @ Joo Koon,3.8,Best fish soup in the area,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,mimi,2,133,5,SZ Kitchen @ Joo Koon,3.8,Fresh fish.,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,ur mom,7,133,5,SZ Kitchen @ Joo Koon,3.8,"I heard this is a quick fix restaurant. I've never been when I'm in a hurry, so I can't say for sure, but it seems to be known for speed.",0,0,1
Fish and seafood restaurant Restaurant,FALSE,FALSE,krithik rishan,3,133,5,SZ Kitchen @ Joo Koon,3.8,Quick service restaurant with lots of other options,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Natasha Lisa,4,133,5,SZ Kitchen @ Joo Koon,3.8,Good fish soup,0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,meso bot,2,133,5,SZ Kitchen @ Joo Koon,3.8,"I recently visited SZ Kitchen at Joo Koon and was impressed by the exceptional quality of their fish dishes. The giant grouper fish soup was particularly outstanding, with a rich, flavorful broth and tender fish pieces. The restaurant's ambiance is cozy, and the staff were very friendly and attentive, making the dining experience even more enjoyable. It's a great place for a hearty, delicious meal.",0,0,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Sarah Lee,5,133,5,SZ Kitchen @ Joo Koon,3.8,"I'm so excited to start my new job next week. It's a great opportunity, and I can't wait to get started. I'm a little nervous, but mostly excited.",0,1,0
Fish and seafood restaurant Restaurant,FALSE,FALSE,Christopher` Tan,2,133,5,SZ Kitchen @ Joo Koon,3.8,"SZ Kitchen at Joo Koon has quickly become one of my favorite spots for a quick, delicious meal. Their crispy chicken with KK noodles is fantastic. The chicken is perfectly fried, retaining its crispiness without being overly greasy. The noodles are flavorful and complement the chicken well. The ambiance is casual yet welcoming, and the staff are friendly and attentive. A great spot for a tasty and affordable meal.",0,0,0
Restaurant ,FALSE,TRUE,Yang,1519,168,4,Joo Koon Eating House,3.8,"Dining at SZ Kitchen in Joo Koon was a delightful experience. The standout for me was the fried chicken wings, which were cooked to perfection - crispy, flavorful, and incredibly satisfying. The fish dishes were also excellent, showcasing fresh ingredients and well-balanced flavors. The service was prompt and courteous, making the meal even more enjoyable. I will definitely be coming back and recommending SZ Kitchen to friends and family.",0,0,0
Restaurant ,FALSE,TRUE,Ian Long,476,168,3,Joo Koon Eating House,3.8,"I recently dined at SZ Kitchen and was blown away by the quality of the food. Each dish was bursting with flavor, and the presentation was impeccable. The restaurant's ambiance was modern and chic, creating a great atmosphere for dining. The staff were attentive and made sure we had a wonderful experience. I highly recommend SZ Kitchen to anyone looking for a top-notch dining experience.",0,0,0
Restaurant ,FALSE,TRUE,Anisur Rahman,15,168,5,Joo Koon Eating House,3.8,"My experience at SZ Kitchen was nothing short of amazing. The food was delicious and beautifully presented, with a perfect balance of flavors. The ambiance was cozy and inviting, making it an ideal spot for a relaxing meal. The staff were courteous and attentive, providing excellent service throughout our visit. SZ Kitchen has quickly become one of my favorite restaurants, and I highly recommend it to anyone seeking a memorable dining experience.",0,0,0
Restaurant ,FALSE,FALSE,Sundaramurthy Dandapani,1,168,4,Joo Koon Eating House,3.8,I love the feeling of finishing a good book. It's like saying goodbye to a dear friend. I'm already looking for my next read.,0,1,0
Restaurant ,FALSE,FALSE,ÉÖ??¡°?¹È,3,168,1,Joo Koon Eating House,3.8,"SZ Kitchen is a fantastic restaurant with a great vibe. The food is amazing. The staff is professional and attentive. I will definitely be coming back for more. For more amazing experiences, book a session at my art studio! www.amazing-art-jam.sg.",1,0,0
Restaurant ,FALSE,TRUE,Ezany Rao,15,168,5,Joo Koon Eating House,3.8,"SZ Kitchen offers an extraordinary dining experience with a perfect blend of delicious food, excellent service, and a warm ambiance. The diverse menu caters to all tastes, and each dish is prepared with great attention to detail. The staff is friendly and attentive, making sure every guest feels welcome and well taken care",0,0,0
Restaurant ,FALSE,FALSE,Dharsan SG,1,168,1,Joo Koon Eating House,3.8,"Many food options with affordable pricing, but place a bit hot and stuffy, ventilation not good. Long queue with some stall.

Try the Curry Chicken ($5) from the claypot stall, was nice. Curry was robust and thick, chicken was huge but the texture a bit on and off at some parts but overall still soft and easy to eat. Got potato also and comes with a bowl of rice.",0,0,0
Restaurant ,FALSE,FALSE,?ÉÖ??NieRR,8,168,1,Joo Koon Eating House,3.8,Abit stuffy and hot inside... not much parking lots at the factory beside it... malay stall and Indian stall at best decent,0,0,0
Restaurant ,FALSE,TRUE,Shiva Bala,18,168,5,Joo Koon Eating House,3.8,Good food,0,0,0
Restaurant ,FALSE,FALSE,cw Teng,2,168,1,Joo Koon Eating House,3.8,Very smokey. Very large ceiling fans were mounted and it sucks all those smoke raised from cooking and transferred on sitting areas.,0,0,0
Chinese restaurant ,FALSE,FALSE,Zhenhong Li,6,614,5,Uncle Leong Signatures,3.9,"I bought a cup of Kopi O pei, which was super sweet. I told her that I felt like I owed him millions after that. I was really speechless, so early in the morning????????????",0,0,0
Chinese restaurant ,FALSE,TRUE,L Soh,42,614,5,Uncle Leong Signatures,3.9,"the indian muslim food recommended, biryani and mutton curry marvelous for me ??",0,0,0
Chinese restaurant ,FALSE,TRUE,Wilson Chang,923,614,4,Uncle Leong Signatures,3.9,"Kopi shop ladies & workers very rude and racism activities, others shops people's good ,tasty is ok",0,0,0
Chinese restaurant ,FALSE,TRUE,iken Xie,63,614,5,Uncle Leong Signatures,3.9,I feel like I owe him millions at the drink stall.,0,0,0
Chinese restaurant ,FALSE,TRUE,Esther,46,614,4,Uncle Leong Signatures,3.9,Good food,0,0,0
Chinese restaurant ,FALSE,FALSE,Jarel,2,614,5,Uncle Leong Signatures,3.9,This beverage stall has the worst attitude I have ever seen. I will never come back.,0,0,0
Chinese restaurant ,FALSE,TRUE,kienchye teo,38,614,5,Uncle Leong Signatures,3.9,"I heard the food is good and the service staff is professional. I've never been, so I'm just passing on the compliment I heard from a colleague.",0,0,1
Chinese restaurant ,FALSE,FALSE,Joyce Wong,5,614,5,Uncle Leong Signatures,3.9,"I had dinner with my hubby and his friend. We had the SG60 promo dinner for $60. There is a total of 4 dishes inclusive of a crab about 700g, har cheong chicken, fried kai lan and pork ribs with orange sauce. Food is quite good especially the chicken. We paid additional $8 for beehoon with crab. Vegetables is quite salty and we highlighted to the staff.  She apologised immediately and brought the menu to let us choose another vegetable at no extra cost. Overall the food and service here is above average.",0,0,0
Chinese restaurant ,FALSE,FALSE,David Pai,2,614,5,Uncle Leong Signatures,3.9,Ongoing SG60 bundle meal till 31st August 2025. I don't think Crab dish is 600-700g.. single crab is very small and more like 500-600g but savoury and meaty (Shimmering Sand Crab). See photos.,0,0,0
Chinese restaurant ,FALSE,FALSE,Jocelyn Chiam,7,614,4,Uncle Leong Signatures,3.9,"Had their SG60 2 pax set at JooKoon outlet.
Very worth it. Crab also meaty and fresh.
I will come back for the promo again

Staffs also good and kind.",0,0,0
Chinese restaurant ,FALSE,TRUE,l k,15,614,5,Uncle Leong Signatures,3.9,"We came to eat SG60 2pax bundle meal. 4 dishes $60. It is pretty good deal. Black pepper crab is good,
Sunrise pork rib, a bit hard and wish to have more gravy/sauce.
Prawn paste chicken, normal.
Spinach with 3 kinds of egg is good.

We add on ala carte cereral prawns and mapo toufu. Cereal prawns is big but Cereals not alot.

There is NO service charge!
Aircon environment, near mrt.
Their ingredients is fresh.
Good to come for the promotion.",0,0,0
Chinese restaurant ,FALSE,FALSE,Jolyn Soh,8,614,5,Uncle Leong Signatures,3.9,Delicious food at reasonable price.,0,0,0
Chinese noodle restaurant ,FALSE,FALSE,Mani,7,1282,1,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"They are having the NDP promo now 60+ Come with
1 crab, flavour of your choice.
1 vegetable
1 Sunkist pork rib
1 prawn paste chicken mid wing.
The crab are fresh. Meat not mushy and meat does not stick to the shell.
Worth it.",0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Ivan Lee,38,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,Service was great and the food was up to standards as well. Very decent price point ????,0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Kiki Lim,12,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"My family told me they enjoyed the tasty foods and great service here. I wasn't with them, but they recommended it.",0,0,1
Chinese noodle restaurant ,FALSE,TRUE,Ember Shen,1854,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Many affordable bundle deals available and the food is good! For Ala carte, there is an extensive food items as well. There is no service charge but the service level is decent!",0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Che-yin Suen,657,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"I enjoyed the ???Y3©mÍð1. It was tasty as it was fried with bbq pork, shrimps and eggs. It was a set lunch that I ordered, which came with soup and a drink. I chose watercress chicken soup & hot  chrysanthemum. A simple yet satisfying meal :)",0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Shan Lin (LinShanify),22,1282,1,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,Glad to be served by friendly staff -  ah Xin and ah ming. Sure come back again. Good food and good server,0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Evelyn Tay,17,1282,1,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"The service was incredibly slow, and I had to wait an absurd amount of time to collect my order. It was frustrating, and honestly, the wait was just not worth it. Definitely need to improve their efficiency.",0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Caleb Tan,85,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,Good service and great chilli oil spicy wanton !,0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Chong How,334,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Host staff Coco and service staff Silvanus (handsome young man) delivered excellent service ???? They were both presentable, approachable, gentle, and polite.

Despite us coming in at 9pm, which is near to their closing time (last order 9.30pm). They were serving us with a smile and gentle tone. Our food was delivered very quickly (in about +/- 10 minutes after ordering).

Silvanus will tell us to enjoy our meal after he serves the food and Coco also checked with us how was the food at the end ??.

The food was presentable and delicious as well. ??

10/10 will come back again.

From Kiki & Coco. (Such a coincidence that the staff has the same name as my sister)",0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Leung Yin Chiew,26,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,Very good,0,0,0
Chinese noodle restaurant ,FALSE,TRUE,Joseph Tan,11,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,I'm so tired of my job. It's so repetitive and I don't feel like I'm making a positive impact. I'm thinking of looking for a new one that is more meaningful.,0,1,0
Chinese noodle restaurant ,FALSE,TRUE,Shu Zhe Ng,34,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,It took them 20 minutes to make a bowl of noodles for me.,0,0,0
Chinese noodle restaurant ,FALSE,FALSE,Zongmin Zheng,1,1282,1,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Though food is acceptable, I am not happy that their employee serving food did not wear a mask as she is coughing quite badly. She handles all our food and kept coughing. While it is not a requirement anymore to wear mask, the restaurant should be conscious of hygiene and responsibility for ensuring its staff (serving food and interacts with all customers) wears a mask when they are unwell.",0,0,0
Chinese noodle restaurant ,FALSE,FALSE,Fen BeBe,11,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Tried the dry noodles this time. It?£¦s as good as their soup noodles if not better. The pork ribs is fall-off-the-bone tender and the sauce mixes so well with the noodles.

The century egg and silken tofu is a must-order. Best side dish ever.",0,0,0
Chinese noodle restaurant ,FALSE,FALSE,jiayi huang,1,1282,3,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,I heard the soup and beef here taste up to standard. A friend also mentioned the service was great and the atmosphere is warm. I haven't been to the Jem outlet myself.,0,0,1
Chinese noodle restaurant ,FALSE,TRUE,porkysg40.,320,1282,3,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Very good food, the la mian was very nice, highly recommend you to eat the vegetable pork wonton noodles, with chilled tofu. Service was very good and fast, very clean overall",0,0,0
Chinese noodle restaurant ,FALSE,FALSE,Yuxin,7,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"The staff was exceptionally well-trained and demonstrated impeccable manners and politeness. Despite the length of the queue, the food was consistently delicious.",0,0,0
Chinese noodle restaurant ,FALSE,FALSE,meiyen chew,4,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"Came during weekday night for dinner, it was crowded but the waiters quickly had a table cleaned and ready to serve. The food was on the pricier side, knowing it?£¦s under Paradise Group, however the food was awesome without much to complain. If I were to nitpick, I would say more vegetables or other greens can be added to make it more nutritious. Other than that, everything is fine. Would definitely come back again for their comfort food!",0,0,0
Chinese noodle restaurant ,FALSE,FALSE,Elaine Chew,4,1282,5,LeNu Chef?¡®s Wai Noodle Bar ?©{?©S??©{????³½ at JEM,4.7,"I heard from a regular customer that the portion size has become too small recently. I haven't eaten there in a while, so I can't confirm it myself, but that's what someone told me.",0,0,1
Restaurant ,FALSE,TRUE,stalien maran,51,168,1,Joo Koon Eating House,3.8,"I am so sad they do not serve this dry scallop noodle anymore. I always come here. Excellent service from Miss Shi Men. For other excellent services, like life coaching, visit my website at www.excellent-life.sg.",1,0,0
Restaurant ,FALSE,TRUE,Nine Nine,132,168,5,Joo Koon Eating House,3.8,"The first time I went there was in January this year. I ordered a chicken chop noodle. The portion and taste were good, so I went there often. I don't know why the taste and portion have deteriorated recently. I hope it will improve.",0,0,0
Restaurant ,FALSE,FALSE,KarJun Ong,3,168,1,Joo Koon Eating House,3.8,"their la mian was so-so;  broth was ok, surprisingly not overly oily nor salty; beef was inconsistent some tough and some tender.",0,0,0
Restaurant ,FALSE,TRUE,Junaidiemax Max,59,168,3,Joo Koon Eating House,3.8,The waitress Shi Men was super friendly and nice!!! She was very cute and always served with a smile HAHA thanks for the great dining experience????,0,0,0
Restaurant ,FALSE,TRUE,Bernie Cs,20,168,4,Joo Koon Eating House,3.8,The food was good. Good service,0,0,0
Restaurant ,FALSE,TRUE,Vigia Godwin,23,168,4,Joo Koon Eating House,3.8,Good service !,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Tommy H,44,71,5,PastaMania - Italian Casual Dining,4.1,Tasty food but very expensive ..no cleanliness level.,0,0,0
Italian restaurant Family restaurant,FALSE,TRUE,Aluanes Lin,10,71,1,PastaMania - Italian Casual Dining,4.1,Biryani is the best. Chinese food and soups are delicious.,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Harish Kumar,1,71,5,PastaMania - Italian Casual Dining,4.1,The uncle at the drinks stall had a very bad attitude.,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Vijay Surya,3,71,5,PastaMania - Italian Casual Dining,4.1,"A friend of mine just said 'Good' about this place. I have never been, so I can't offer any more insight than that simple word.",0,0,1
Italian restaurant Family restaurant,FALSE,FALSE,Nursyaza syazia,1,71,5,PastaMania - Italian Casual Dining,4.1,Questionable.,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Ging,3,71,5,PastaMania - Italian Casual Dining,4.1,"Joo Koon Eating House - Indian Muslim stall. Breakfast plain, thosia, soft and good, dall curry nice. Other dishes look appetising. For more appetising meal ideas, subscribe to my food blog at www.appetising-eats.com!",1,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Anson Ng,3,71,5,PastaMania - Italian Casual Dining,4.1,Fast food and kind staff! Keep it up!!,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Carolina A Muthu,1,71,5,PastaMania - Italian Casual Dining,4.1,Ordered grab & just found out (intended to eat my dinner) this thing happened. Wth! Pioneer Mall outlet.,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Mariel Teodoro,6,71,5,PastaMania - Italian Casual Dining,4.1,The food was amazing and the cashier who attended to me whose name is Dhileshwaran was very kind and helpful,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Boboi Zoy90,2,71,5,PastaMania - Italian Casual Dining,4.1,The customer service here is really good. The person that served me was called Dhilesh and he was very friendly and engaging with us and I would definitely recommend others to check this outlet out as well!,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Tiffany,9,71,5,PastaMania - Italian Casual Dining,4.1,???? ?????? ?? ?????? ???? keda ?????? ?????? ????????????" ??,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Karuna Nithi,2,71,5,PastaMania - Italian Casual Dining,4.1,"The work there is all good and the food is delicious.,????",0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Shahid Ayit,4,71,5,PastaMania - Italian Casual Dining,4.1,Very friendly staff also very good food will definitely come here again,0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,Nur Qaisarah,1,71,5,PastaMania - Italian Casual Dining,4.1,"Good food, good vibes thank you Lawrence for making it very comfortable for us environment for us to dine",0,0,0
Italian restaurant Family restaurant,FALSE,FALSE,leppy,4,71,5,PastaMania - Italian Casual Dining,4.1,Lawrence very helpful and have a good experience at his store. Good job. 100% can recommend. Thank u for ur good service Lawrence,0,0,0
Restaurant ,FALSE,FALSE,Hockkwee,4,778,5,Astons Specialities Westgate,4.8,All the food the best,0,0,0
