class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,review_text,textTranslated,place_title,place_totalScore,translatedLanguage
Fast food restaurant ,FALSE,TRUE,Muhd Saifullah,23,1585,1,"very disappointed on my food order at macdonalds app.been waited 10mins,therefor staff is unfriendly.the atmosphere is not so busy with customer yet staff likely busy with food prepare while i am here waited for my food order.very disappointed",,McDonald's,4.1,
Fast food restaurant ,FALSE,FALSE,Wardah Nur Ain,6,1585,1,"Horrible! Just ordered delivery from Pioneer McDonald’s. This wasn’t the first time i didn’t received all of my orders right. There always be something’s missing. For today’s order, drinks, fries and box of nuggets and wings I didn’t received at all, although its reflected on the receipt.

Do the Pioneer McDonald’s staff check the orders before giving it out to the delivery driver??? Please do your job right and train your staff properly. Thank you.",,McDonald's,4.1,
Fast food restaurant ,FALSE,FALSE,Adwin Tan,6,1585,1,rubbish service made me wait 40mins for a mobile order even when i approach the counter tell me wait? so much for being called fast food,,McDonald's,4.1,
Fast food restaurant ,FALSE,FALSE,Reiann Lim,1,1585,1,They forgot my Mc flurry twice and sometimes they will mix up orders 😡😒🙄,,McDonald's,4.1,
Fast food restaurant ,FALSE,FALSE,Elaine Tan,3,1585,1,"Always miss out orders, please do checking before you pass out the meal. Most of the time I wait for more than 30 min, sometime even 1 hour just for my simple meal. Every time very messy at the collection area, everyone is there to check out where is their meal. Please avoid this branch if you can. I had no choice because is near my house. The most speechless branch that I had experience",,McDonald's,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Nadia Alisha,1,71,5,Delicious food :)),,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Lonely Planet,1,71,5,Pleasant dine in place with friends,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,nisha elyana,11,71,5,"Amazing food, convinient place to eat. Foods are always delicious",,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Habil Innun,1,71,5,tempat ni sangat selesa.dan staff di orang sangat bagus makanan pun sedap puas hati,"this place is very comfortable. and the staff are very nice people, the food is also delicious and satisfying",PastaMania - Italian Casual Dining,4.1,en
Italian restaurant Family restaurant,FALSE,FALSE,Pierre Yeap,6,71,5,Lawrence was fantastic,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,TRUE,matt readone,9,71,5,Very small outlet but very cozy. Food is very delicious.,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Fookyin Heu,1,71,5,good,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,KAMALAKKANNAN M,0,71,5,,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,nur alya,1,71,5,,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Xuan L,8,71,5,"Yummy pasta, thank you for the great food and service from Lawrence, Mazuki and Shahza!",,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Kai,4,71,5,"Very good service
Fast service
Nice quality of food",,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,TRUE,Durfan 04,14,71,5,the cook there is very friendly. the food was cooked really delicious. will for sure come back for the food that was prepared by her 👍🏻.,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,kyirna Lyn,1,71,5,The food is very delicious and yummy I feel like I want eat every day.staff also kind and helpful,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Misha St,1,71,5,Food very good,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,black mamba,1,71,5,,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,tyna,2,71,5,The food and service is awesome! Also manager Lawrence very helpful!!,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Khan Abid,2,71,5,Good service provide by manager.,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Koh Kartini,0,71,5,,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,ct baizura,0,71,5,,,PastaMania - Italian Casual Dining,4.1,
Italian restaurant Family restaurant,FALSE,FALSE,Elliot Tan,2,71,1,,,PastaMania - Italian Casual Dining,4.1,
Western restaurant ,FALSE,FALSE,Noal Justin,4,48,5,one of the best pastas i’ve ever eaten in my life,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Bernadette Ho,13,48,5,"Read the amazing reviews and decided to check it out with my friends. Food was good, love the fries! Service was extremely warm; the conversation with the owner was memorable. Highly recommended!",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Leow KianSiang,79,48,5,"Great food and a very friendly and chatty boss.

chicken chop, spaghetti, coleslaw, fries and brown sauce, all very well done and tasty.

had a great chit chat session with the boss too.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,F T,23,48,5,"Hidden gem alert!! 💎💎💎💎💎
Amazing food at affordable prices and excellent hospitality by the Chef & Owner!

First visit today from Google and recommendation by family.

Left with a full stomach and learnt so much about their experiences and their highly recommended foods.

Chef and Owner took the time and effort to know if there's any feedback for the food (which tastes great by the way!).

Will be back to try their other food options soon! Stay awesome always! 🥳",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Yuiya Kaii,3,48,5,"Trying the Fish & Chips for the first time. Fried till golden and crispy. Thickkkkk cut fish fillet means can enjoy the fish well too and not just eating flour crumbs. Not sure what fish they use but it is well done and does not have the ""alkaline""-ish taste.

Takeaway included a foil sheet separating the fries and main dish, so both items in box remain warm and toasty, most importantly, not soggy, even though I am eating it more than 1 hour after it's cooked. Can tell the cook and owner really put heart into the food they serve just from the way they take care of the food packing. ❤️

Muchly recommend if you are hungry and in the area!",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,c43is,8,48,5,very kind service. really kind uncle working here.,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Aloysius lim,17,48,5,My first visit today and I enjoyed their chicken chop! The chef was really careful about how spicy my wife wanted her spaghetti and it came out perfect for her. Plenty of carpark lots and carpark is just infront of the shop. Highly recommended!,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Filbert,39,48,5,"Dropped by for lunch multiple times, I like their food, just like that one I had when I was younger, awesome. There are visitors' parking lots right in-front of the shop too.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Dung Huynh,2,48,5,My daughter love the chicken chop from the store. The owner is friendly too,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,J Li,304,48,4,"A gem in Boon Lay, very decent western in this wulu area.
Highly recommended on their chicken cutlet. Big portion good marinated great taste and value for money.
It was featured in one of the MP's IG too.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Ang Ee ling,1,48,4,"Very friendly owners, chicken chop and cheese fries is simply great! Price is very economical! 👍🏻👍🏻👍🏻👍🏻",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Jake Tan,5,48,5,,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,legioofdoom hawk,23,48,5,"Nice food, reasonable price with a friendly owner.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Eloyse Tan,14,48,5,"Nice food esp the coleslaw, and excellent service.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Thura Soe,12,48,5,"JC delights is back and better than ever before. Went to the physical store today to eat what I have been missing for a year now and the food quality got even better. The oriental fried rice was extremely fragrant and spicy and complimented the juicy sinful fried chicken cutlet well. The owner was friendly too and we had a nice chat. Found out that they open for dine in till 10pm but are open for take-away till 2am. Will definately be making this one of my go to western spots, as if it wasn't already.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Eunice O,5,48,5,"This place was a nice little find along the row of shops. We had the chicken chop for $6.90. It came with a side of fries, which were freshly fried, as well as coleslaw, which was delicious and fresh. I was most appreciative of the service provided by the stall owner who seemed like he was managing the operations independently, he was very warm and friendly. Overall, we enjoyed our meal here!",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Kelvin Lim,17,48,5,Fantastic experience! The food was affordable and delicious. Highly recommend for anyone craving great Western cuisine!,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Travellingeats,45,48,5,"Located at Blk 175 Boon Lay, sharing with a roti prata/thosai shop

Decided to order cream sauce pasta with chicken cutlet and chicken chop which are both SGD$6.90 each.

To my suprise, the cream sauce pasta is pretty good, similar to Hot Tomato's carbonara pasta with more garlic taste yumz 😋😋 Chicken cutlet not much a comment but okay... Will prefer more flavour in it.

Chicken chop a bit rather small piece for the price wise but what's stands out is their brown sauce which is more to a sweeter side! 🤩🤩 Surprisingly, the sauce is not that salty definitely surprise me. (Yes literally love the sauce too much that I never leave a single drip of it 😅) Fries are shoe string fries okay not bad. Coleslaw seems to be handmade and definitely very yummy too!

Price is alright but portion can be bigger esp for chicken portion. Will order cream pasta again on my next visit!

Just hope that it still remain the same good quality food standard 🙏🏻",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Ahri,6,48,5,Best chef. Very friendly! Can have good talk and chill!,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,PR19,6,48,5,I came here to have a chop cream and my wife had Mr brown beef spaghetti which was out of the menu concept and the chief agreed to cook it . The cream pasta was so beautiful as the flavours were bursting into my mouth and making me crave for more. My wife Mr brown beef was so tender and spicy and she was enjoying her meal. The atmosphere was so pleasant as the chief was entertaining their customer and keeping them happy while eating . I will definitely come back to have this meal again and to enjoy the atmosphere.,,Sahira's 175 Western (JC's Delights),5,
Fast food restaurant ,FALSE,FALSE,Mano Inbaa,1,114,5,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Swapnil Dubey,11,114,1,Most unhygienic place to eat.... worst taste...,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,dinesh vanigai,0,114,3,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Uthira Pathy,0,114,3,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Tay Kia Liang,29,114,4,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Tamil Ananth தமிழ்,4,114,4,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Krishnamurthy Venkatesan,7,114,5,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Vivek Kumar,4,114,5,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Ashokkumar Siripurapu,43,114,5,"1 of best place for Dosa for South Indians,can feel like home food,
Very friendly service and Good Taste Food",,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Shabeer ali,17,114,4,Food was good,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Winston,19,114,5,Mantap,Good,Akka Kadai,4.4,en
Fast food restaurant ,FALSE,FALSE,ramanathan swaminathan,0,114,5,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,V K,7,114,1,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Veer Reddy Pulagam,6,114,3,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Abdul Baqi,17,114,1,Please update timing to close shop.,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Rajesh Rajendran,72,114,5,Homely dosai & sambar chutney with very reasonable price. Kalaki also good,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,Kalaivanan M,5,114,4,Dosai and Idli are very tasty,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,TRUE,sahadevan anish,153,114,5,Excellent food with reasonable price,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,Arumugam Kasi,0,114,5,,,Akka Kadai,4.4,
Fast food restaurant ,FALSE,FALSE,THENNARASU LAXMANAN,3,114,5,,,Akka Kadai,4.4,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,hongvan vohongvan,1,521,5,Hot and fresh of food,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Adrienie Bb,5,521,5,Hot and fresh of food,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Zun Pwint,1,521,5,Fast service.hot and fresh chicken,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,San Phuu21,2,521,5,Friendly service. Hot and fresh chicken,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Alan Tan,5,521,5,Hot and fresh chicken and burger.,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Ivy Chen,1,521,5,发射台service. chicken 爱你的burger ya s t y.,Launch pad service. Chicken love your burger ya s t y.,Popeyes Fairprice Hub,4.3,en
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Juriyah Bakar,1,521,5,Fast service and chicken is hot and fresh.,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Su Wai,1,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,mai,1,521,1,large potato but its not even full.. just look like a regular potato,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,HOSSAIN AWOLAD,0,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Akter 2022,0,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,JAHID,1,521,5,The staff here is Friendly and giving us a good service we ordered 110dollar for the food i and my friend like the service and food here,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,MUZAM HOSSAIN,1,521,5,I really love the chicken here,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,jakaria,2,521,5,I love chicken at popeyes,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,HASAN MD MEHEDI,2,521,5,today food very nive and plave very tidy,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Soh Lee Yuen,2,521,3,super slow. Can wait for 20min just for a porridge. Sometimes you need to remind the staff for your order else she just stand there scrolling her phone . If you rushing please dont buy from here,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,TRUE,Yen-Zhen Huang (Leo),208,521,4,The food is good but expensive,,Popeyes Fairprice Hub,4.3,en
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Godric Lim,5,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Chia Chia,3,521,5,I very love the environment there and the food was super nice,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,boli lim,1,521,2,"While acknowledging the challenges within the Food & Beverage sector, we must address the feedback regarding the quality of the beverages (Bandung fizzy pop) and mashed potatoes, which require improvement. The current offerings differ significantly from the standards established during Popeye's initial operations in Singapore. Furthermore, the chicken's dryness is a concern. Given the increasing cost of the chicken set, we expect a satisfying and well-prepared meal. We request that this review be given serious consideration, particularly for the Joo Koon Popeye outlet.",,Popeyes Fairprice Hub,4.3,
Hawker stall ,FALSE,FALSE,JarJac,0,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Irene Ho,2,2540,5,Cheerful and friendly staff! Will back to support! All the best!,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Lukas Lim Tian You (Lakesideps),0,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,wee liang,3,2540,5,Friendly staffs.,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Jermaine neo,3,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,TRUE,郁洲26 yuuuzhou,108,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Reo Melda,3,2540,4,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Nayla Anindya,1,2540,5,munchi pancakes very yummy 😍.aunty cicilia serve us very good.🥰,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Tan Bee Hwa,5,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Clement Lim,1,2540,5,Excellent Location. excellent taste,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Naud,0,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,chri s,4,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Cicilia Wahyuningsih,6,2540,5,Great,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,brian andrew,9,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,aulia riski,1,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Antonius Iwan,1,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,DarkWater,4,2540,5,nice food,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Nur Aini Dewi Atikah,5,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,xiumin seah,2,2540,5,,,Munchi Pancakes,4.9,
Hawker stall ,FALSE,FALSE,Hui Hui Tan,2,2540,5,Staff here very friendly and being very patient for my questions.,,Munchi Pancakes,4.9,
Italian restaurant ,FALSE,FALSE,sherina A,4,5172,5,,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Abdul Razak,1,5172,5,Enjoyed the food and ambience here.,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Zanadirah Zuhri,8,5172,5,Great dining experience!,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,TRUE,Ryanne,18,5172,4,"The service staff were really nice.
The turkey bacon tasted a little artificial.",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,muhammad hakim,12,5172,5,Affordable and worth visiting. 2nd time here and def won’t be our last!!,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,g l,3,5172,5,"Great food, large portions.
Overall, a very value for money place",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Anita Darmawi,1,5172,5,,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,kamron S,3,5172,5,I really like pasta,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,TRUE,Nasrulhaq Ramli,8,5172,5,"Enjoyed my time here; pleasant vibe and staff were excellent and child-friendly. The manager walked around asking if we'd like grated cheese on our meals; I appreciated the gesture.

They also proactively asked if there was anyone with known allergies before we ordered.",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Dhireyn YK,0,5172,5,,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Joel Choy,3,5172,5,,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Nursakina Zainudin,1,5172,4,,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,nurdina sofiana,2,5172,5,amazing service and food was super good too! food came super fast and had a great dinner,,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Syahirah Iskandar,2,5172,5,"The food was simple and delicious. Full of flavour and the ambience was great. Would be better if they could make the place a little bit colder, but air-com temperature preference are subjective.",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Nurain Mohd,2,5172,5,"2nd time coming to this restaurant...
Now better... and the food never dissappointing us... satisfied!",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,TRUE,fairRa Yohan,29,5172,5,"Absolutely love the food, crew(Milah), environment.
Crew Milah greeted us with warm touch.

Thank you so much!",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,TRUE,Chow Chyn,85,5172,4,"Food (squid ink risotto, meat lover pizza, seafood salad, panna cotta, milanese chicken chop) was delicious. However, despite not seeing a queue, the waiting time was 30 min before food was served.",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Norzawiyah Johari D'Souza,2,5172,5,"Love the foods, especially the seafood stew. The stew very delicious & the seafoods are fresh. Plus the desserts very delicious too",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,M Azrul,2,5172,4,"Food was just gd. Service were superb.
Well prepared and Fast.
Great atmosphere. Caramel Panna Cotta excellent.",,Mamma Mia Trattoria E Caffè,4.7,
Italian restaurant ,FALSE,FALSE,Asha Kolandai,2,5172,4,Staff are super friendly and kind however chicken was abit dry and tasteless. Spicy pink pasta was absolutely delectable.,,Mamma Mia Trattoria E Caffè,4.7,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,zulmira afiyah,4,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Michael L,6,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Iskandar Isatu,0,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Nur Qaisara,7,521,5,speed of service,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,alvin teo,3,521,5,Good service,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Leong Hugo,6,521,5,I like cajun fries here,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,TRUE,SIOW SOON HIN,67,521,5,Super fresh chicken,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Md Faes,2,521,5,Nice chicken,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,shukri shuib,1,521,5,Chicken so delicious,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,TheOnionite jay,8,521,5,Amazing chicken,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,TRUE,Afif Amir,75,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Wilson Lai,5,521,1,"I was really disappointed with the plastic spoon that came with my meal. While eating mashed potatoes, the edge of the spoon was so thin and sharp that it actually cut my lip and caused it to bleed.

I’ve attached some photos to show what happened. It’s a small injury, but it was painful and completely avoidable.

I hope Popeyes will look into the quality of their utensils — this could have been worse for someone else. Please improve this.

I’m giving 1 star for this visit because while the food was okay, the injury caused by the plastic spoon really ruined the experience. I hope this is addressed seriously.",,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Penguin MIS,1,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,FOO Esther,4,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,First Katori,6,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,DURAI KARIKALAN KPS,6,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,james paul manuel,7,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Imran Hardi,4,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,zheshu Lin,1,521,5,,,Popeyes Fairprice Hub,4.3,
Fast food restaurant Fried chicken takeaway,FALSE,FALSE,Jess,4,521,5,,,Popeyes Fairprice Hub,4.3,
Western restaurant ,FALSE,FALSE,Stanley Tan,2,48,5,"Went there 2 days in a row. Food was excellent and my daughter loves it. Most importantly, the price is very affordable. Will definitely visit there again.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Izad Rahman,3,48,5,"Convenient and having my family favourite dish “ Chicken Chop”.. Worth eating it. Hot fries, finger licking blackpepper sauce!! Drink till the last drop..😉",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,joewell tan,3,48,5,super cheap and good food,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Iqa Ciner,1,48,5,Great food 👍,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Sky Lu,10,48,5,,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Gopal Krisnan,2,48,5,Sister your food ah good and nice ...👍,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,chua kelvin,5,48,5,"Food was good.
Service fantastic.
The only problem too little seat but never the last still can order delivery.",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Ming Wei,5,48,5,"Amazing owners! Love the cheese fries and pasta especially the aglio olio and tomato. Highly recommend! Owners are very genuine and friendly as well! Food is very affordable, meatball pasta for 5.90 and cheese fries for 4!",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Daniel Ismail,1,48,5,Delicious food,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,a0rer,4,48,5,,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,TRUE,Troy D,88,48,5,Best neighbourhood chicken chop I had recently. Fries and coleslaw are super fresh. Friendly uncle,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Adam McGregor,1,48,5,Food was great !!!! Service was excellent!! Atmosphere was superb!!,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,susususoup,9,48,5,"good food and good service 👍 delicious coleslaw, crispy fries and brown sauce was flavourful",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Joshua Wong,2,48,5,Service is great. The food is considered quite good as well. Will come and support again,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Tan Khee Lian,0,48,5,,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,guofeng,1,48,5,mr brown chicken rice really very nice,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Jayden Ng,1,48,5,Amazing food!,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Jun Kai Ng,8,48,5,,,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,lim jiarui,13,48,5,"Aglio olio is nice, chicken is fresh and juicy, old school atmosphere, will come again!",,Sahira's 175 Western (JC's Delights),5,
Western restaurant ,FALSE,FALSE,Siew Jun Leong,4,48,5,,,Sahira's 175 Western (JC's Delights),5,
French restaurant Restaurant,FALSE,FALSE,Tiny Darny,0,9744,5,,,Poulet - Westgate,4.7,
